Source	Target	Weights
ASEL	BAGL	1
AIBL	BAGL	1
ADFL	BAGR	1
AFDL	BAGR	1
ASEL	BAGR	1
RIFL	BDUL	1
RIFR	BDUR	1
RMDDL	dBWML01	1
SMDDR	dBWML04	1
CEPDR	dBWML07	1
IL2DR	dBWMR01	1
IL2DR	dBWMR02	1
RMDVL	dBWMR02	1
RMDDR	dBWMR03	1
ALNR	dBWMR04	1
SMDDR	dBWMR05	1
CEPDR	dBWMR07	1
URYVL	vBWML01	1
RMDVL	vBWML01	1
URADL	vBWML02	1
IL1VL	vBWML04	1
RIVL	vBWML07	1
IL1R	vBWMR01	1
RIVL	vBWMR03	1
URYVR	vBWMR05	1
RIAR	CEPDL	1
RIBL	CEPDL	1
AWCL	CEPshDL	1
ASIR	CEPshDR	1
IL2DR	CEPshDR	1
ADEL	CEPshDR	1
ALA	CEPshDR	1
AVHR	CEPshDR	1
ASGL	CEPshVL	1
PVT	CEPshVL	1
PVNL	CEPshVL	1
ASJR	CEPshVR	1
PVT	CEPshVR	1
RMFL	CEPshVR	1
PVNL	CEPshVR	1
ASGL	CEPVL	1
ASIL	CEPVL	1
RMFL	CEPVR	1
PVNR	CEPVR	1
AVFR	DVA	1
AQR	FLPL	1
AVM	FLPL	1
PVCL	FLPR	1
DVC	FLPR	1
RIH	GLRDR	1
IL1VR	GLRR	1
URAVR	GLRR	1
AWCL	IL1L	1
OLLL	IL1L	1
SDQL	IL1L	1
CEPDL	IL1L	1
URXR	IL1R	1
CEPVR	IL1R	1
AQR	IL1VL	1
RMDVL	IL1VR	1
BDUL	IL2DL	1
AWCL	IL2L	1
OLQVR	IL2VR	1
PVT	IL2VR	1
SMDVR	OLLL	1
RIS	OLQDR	1
DVA	OLQVL	1
DVA	OLQVR	1
RIGL	PLNL	1
CEPVL	PLNL	1
ADLL	PVCL	1
ADLR	PVCR	1
ALMR	PVNR	1
AVJR	PVPL	1
AWAL	PVQL	1
AIAR	PVQR	1
CEPDL	PVR	1
RIGL	PVT	1
ADEL	PVT	1
ADER	PVT	1
ALNR	RIAR	1
AIBR	RIBR	1
AIYL	RIBR	1
AVL	RIBR	1
RIS	RICL	1
OLQVL	RICR	1
ADAR	RICR	1
ALML	RID	1
URYDL	RID	1
AIZL	RID	1
AVFR	RID	1
ASHL	RIFL	1
PVPL	RIFL	1
ALMR	RIFR	1
HSNL	RIFR	1
IL2DL	RIGL	1
RMHR	RIGL	1
RIH	RIGR	1
RIMR	RIGR	1
AIZR	RIH	1
AVJR	RIML	1
ASHR	RIMR	1
SMDVR	RIMR	1
DVA	RIPR	1
URYVR	RIPR	1
AUAL	RIR	1
RICR	RIS	1
RICL	RIVL	1
RMFR	RIVR	1
RICR	RIVR	1
URBL	RMDDL	1
URADR	RMDDL	1
SMBDR	RMDDR	1
IL2DL	RMDVL	1
RMED	RMDVL	1
RMFL	RMDVL	1
RMFR	RMDVL	1
RMGL	RMDVR	1
OLQVR	RMED	1
RMFL	RMEL	1
OLQDL	RMEV	1
RMDDR	RMEV	1
PVPL	RMFL	1
RIBR	RMFL	1
AVHR	RMFL	1
RIS	RMFL	1
RIAR	RMFR	1
RIBR	RMFR	1
PLNL	RMGL	1
RIVR	RMGL	1
HSNL	RMGL	1
PVNR	RMGL	1
RICR	RMHL	1
ADAL	SAADL	1
RIGL	SAADL	1
RICL	SAADL	1
RIGR	SAADR	1
RICR	SAADR	1
RMGL	SAADR	1
RMGR	SAADR	1
ADER	SAAVL	1
RMGL	SAAVL	1
PVCL	SAAVR	1
SMBDR	SAAVR	1
RMGL	SAAVR	1
BDUL	SDQL	1
ADEL	SDQL	1
FLPL	SDQR	1
URBR	SDQR	1
OLQDR	SIADL	1
ADER	SIADL	1
AIMR	SIADL	1
AVKL	SIADR	1
AIMR	SIBDL	1
ASKL	SIBDR	1
RIML	SIBDR	1
RMDL	SIBDR	1
AIBL	SIBVL	1
ADFR	SIBVR	1
DVA	SIBVR	1
URYVR	SIBVR	1
RMGR	SIBVR	1
AIMR	SMBDL	1
OLQDL	SMBDR	1
URXL	SMBDR	1
AIZL	SMBDR	1
ASHL	SMBVL	1
SDQL	SMBVL	1
URBL	SMBVL	1
RIAL	SMBVL	1
AVFR	SMBVR	1
SDQL	SMDDL	1
CEPDR	SMDDL	1
ASKL	SMDDR	1
SDQR	SMDDR	1
URBL	SMDDR	1
ADEL	SMDDR	1
ADEL	SMDVL	1
RMEV	SMDVR	1
RMDDL	URADR	1
AVFR	URADR	1
PVT	URAVR	1
RICL	URBL	1
RICR	URBL	1
RIFL	URXL	1
RICL	URXR	1
DVA	URYDR	1
RMDDL	URYDR	1
DVA	URYVL	1
PVT	URYVL	1
ADLR	URYVR	1
AVL	URYVR	1
RIS	SMDVL	1.166666667
ASGL	AINR	1.2
SDQL	FLPL	1.2
PVNR	HSNR	1.2
RIGR	URYVR	1.2
RMDL	RMDVL	1.2
FLPL	RIH	1.2
ASER	AWAR	1.25
AFDL	AIBL	1.25
ADLL	OLQVL	1.25
ALML	RMDDR	1.25
OLQDR	RICL	1.25
OLQDR	RICR	1.25
OLQVR	RMER	1.25
IL1R	AVEL	1.25
AIYR	AWAR	1.25
ADAR	SMDVL	1.25
RIFL	AVHR	1.25
AVFL	AVJL	1.25
AVHL	ASHR	1.25
AVHL	AVBL	1.25
RMGR	IL2R	1.25
AIBR	RIAL	1.25
RICL	SMDVR	1.25
AVJR	AVBR	1.25
RID	DB01	1.25
URADR	RMER	1.25
URAVR	IL1R	1.25
RMDDL	RMDVL	1.25
RMDVL	AVER	1.25
RIVR	RMDDL	1.25
DA02	AS02	1.25
DB01	RID	1.25
VA02	VD01	1.25
ASKR	ASHR	1.25
SDQL	SDQR	1.25
SDQR	SIBVL	1.25
IL1DL	IL1L	1.25
RIBR	SMDDR	1.25
AVKL	SMBDR	1.25
RIMR	AVAR	1.25
AVAR	AS10	1.25
VD10	DD05	1.25
OLLL	IL1DL	1.25
ASIR	AIAL	1.333333333
AWBL	SMBDL	1.333333333
ASER	AWCL	1.333333333
ADFL	URXL	1.333333333
ADFL	AIBL	1.333333333
ADFR	RIH	1.333333333
ADFR	SMBDR	1.333333333
AFDR	ASEL	1.333333333
AWCR	ASIR	1.333333333
ASHL	AVHR	1.333333333
ASHL	HSNL	1.333333333
URXR	AVBL	1.333333333
ALNR	ADER	1.333333333
ALNR	SMDVL	1.333333333
ALML	SMBDR	1.333333333
ADEL	SAADR	1.333333333
ADEL	RIVL	1.333333333
ADER	ALNR	1.333333333
ADER	CEPVR	1.333333333
PDER	PVCR	1.333333333
PHAR	AVHR	1.333333333
IL2L	URAVL	1.333333333
IL2VR	URXR	1.333333333
CEPVR	SMBVR	1.333333333
URYVR	AVAL	1.333333333
OLQDL	RMHL	1.333333333
OLQVR	IL1VR	1.333333333
IL1VR	IL2VR	1.333333333
AINL	RIBL	1.333333333
AINR	AUAR	1.333333333
AIML	RIFL	1.333333333
RIH	BAGL	1.333333333
URBL	RMDDR	1.333333333
URBL	SIAVL	1.333333333
AIYR	ADFR	1.333333333
AUAL	AVDR	1.333333333
AIZR	ASER	1.333333333
RIS	URYDR	1.333333333
PVQR	AIMR	1.333333333
PVQR	AVFR	1.333333333
ADAL	RICR	1.333333333
ADAR	AIBL	1.333333333
AVFL	PVNL	1.333333333
AVHL	AVDL	1.333333333
AVHR	AVBR	1.333333333
PVPR	RIGR	1.333333333
PVPR	AVJL	1.333333333
PVPR	AVAL	1.333333333
PVNR	AVDR	1.333333333
RIBR	RIH	1.333333333
RIBR	RIS	1.333333333
RIGL	AIZR	1.333333333
RMGL	AIBR	1.333333333
RMGL	RMDDR	1.333333333
AIBL	RIML	1.333333333
AIBR	DVA	1.333333333
AIBR	SAADR	1.333333333
AIBR	RMFL	1.333333333
RICL	CEPDL	1.333333333
RICL	CEPVL	1.333333333
RICR	RIVL	1.333333333
AVKL	RMFL	1.333333333
AVKL	AVBL	1.333333333
AVKR	PVQL	1.333333333
AVKR	RMFL	1.333333333
AVKR	SMDVR	1.333333333
AVKR	SMBDL	1.333333333
PVWL	PVWR	1.333333333
PVWR	AVDR	1.333333333
PVWR	AVAR	1.333333333
RIMR	RIS	1.333333333
PVCR	AQR	1.333333333
PVCR	PVDL	1.333333333
PVCR	DB07	1.333333333
RMED	SMDDL	1.333333333
RMEV	SMDVL	1.333333333
RMDR	RIMR	1.333333333
SMDDL	RIML	1.333333333
SMDDL	RMDR	1.333333333
SMDDL	dBWMR06	1.333333333
SMDDR	RMDR	1.333333333
SMDVL	SMDVR	1.333333333
SMBVL	RMDVR	1.333333333
VB11	PVCR	1.333333333
VC05	AVFL	1.333333333
VC05	PVT	1.333333333
AWAL	AWAR	1.333333333
AFDR	AIBR	1.333333333
AQR	AVKR	1.333333333
ADEL	AINL	1.333333333
URYDL	AVAL	1.333333333
OLQVL	RIBL	1.333333333
OLQVL	RIGL	1.333333333
AIML	SIBDR	1.333333333
AUAL	AUAR	1.333333333
PVQR	ADAR	1.333333333
PVPL	PVPR	1.333333333
RIBL	SIBVR	1.333333333
RIBL	SIADL	1.333333333
RIBR	SMBDR	1.333333333
RIBR	SIBDR	1.333333333
RIBR	SIAVR	1.333333333
RIGL	AVKL	1.333333333
RIGL	RMEL	1.333333333
RMGR	RMHL	1.333333333
AIBL	DVC	1.333333333
RICR	AVKL	1.333333333
AVKL	SMBDL	1.333333333
AVKL	SMBVR	1.333333333
AVKR	AVER	1.333333333
AVEL	RMDVR	1.333333333
RID	AVBL	1.333333333
AVBL	SIBVL	1.333333333
AVBR	DB03	1.333333333
PVCR	SIBVL	1.333333333
RIPL	RMED	1.333333333
DD04	VD08	1.333333333
DD04	VC03	1.333333333
DD05	VD10	1.333333333
AWAR	AWAL	1.333333333
AIBL	AFDL	1.333333333
AIBR	AFDR	1.333333333
ASHR	ASKR	1.333333333
AIZL	ASHL	1.333333333
ADAL	ASHL	1.333333333
AVDR	ADLL	1.333333333
SIBVL	SDQR	1.333333333
AVKR	AQR	1.333333333
AVDR	FLPR	1.333333333
AINL	ADEL	1.333333333
AVAL	URYDL	1.333333333
AVAL	URYVR	1.333333333
RIBL	OLQVL	1.333333333
SIBDR	AIML	1.333333333
AUAR	AUAL	1.333333333
SMDVL	RIS	1.333333333
ADAR	PVQR	1.333333333
PVPR	PVPL	1.333333333
HSNL	PVNR	1.333333333
SIBVR	RIBL	1.333333333
SIADL	RIBL	1.333333333
AVBL	RIBR	1.333333333
SMDDR	RIBR	1.333333333
SMBDR	RIBR	1.333333333
SIBDR	RIBR	1.333333333
SIAVR	RIBR	1.333333333
AVKL	RIGL	1.333333333
RMEL	RIGL	1.333333333
AVKR	RIGR	1.333333333
AVKL	RICR	1.333333333
SMBDL	AVKL	1.333333333
SMBDR	AVKL	1.333333333
SMBVR	AVKL	1.333333333
AVAR	RIMR	1.333333333
RMDVR	AVEL	1.333333333
AVBL	RID	1.333333333
SIBVL	AVBL	1.333333333
DB03	AVBR	1.333333333
DA05	AVAL	1.333333333
VA11	AVAL	1.333333333
SABVR	AVAR	1.333333333
AS06	AVAR	1.333333333
AS10	AVAR	1.333333333
VB10	PVCL	1.333333333
RMED	RIPL	1.333333333
RMDVL	RMDDL	1.333333333
AS02	DA02	1.333333333
CEPDR	SIADL	1.333333333
IL1DL	OLLL	1.333333333
DVA	AVBR	1.4
OLQDR	RIH	1.4
AIZR	AWAR	1.4
PVQR	ASER	1.4
RIBL	RIGL	1.4
RIBL	AVBR	1.4
RMGL	ASHL	1.4
AVAR	AS05	1.4
AWBR	AUAR	1.4
AIBR	RIVR	1.4
RIGL	URYVL	1.4
IL1L	IL1DL	1.4
RIML	RIS	1.4
AINL	AUAR	1.428571429
RMGR	ASHR	1.428571429
PVCL	AVJR	1.428571429
I1L	MCR	1.5
I1L	pm4VL	1.5
I2L	e3VL	1.5
I2R	M2R	1.5
I3	M1	1.5
I5	M5	1.5
M1	I2R	1.5
M2L	I5	1.5
M2R	I4	1.5
M3L	pm5VL	1.5
M5	pm5VL	1.5
MI	I3	1.5
NSMR	I2R	1.5
ASIR	ASHR	1.5
AWAL	ADAL	1.5
ASGL	ASKL	1.5
AWBL	AWAL	1.5
AWBL	ASHL	1.5
AWBL	AVBL	1.5
AWBR	HSNR	1.5
ASEL	RIAR	1.5
ASER	hyp	1.5
ADFR	AIYR	1.5
ASKR	AWAR	1.5
ASKR	ASER	1.5
ASKR	CEPVR	1.5
ADLL	ASGL	1.5
ADLL	ADAL	1.5
ADLL	AVJL	1.5
ADLR	OLQVR	1.5
ADLR	AVJL	1.5
BAGL	AIBL	1.5
BAGL	AVEL	1.5
BAGR	RIBR	1.5
URXR	OLQVR	1.5
URXR	ADAR	1.5
URXR	SIADL	1.5
ALNL	RMGL	1.5
SDQL	AIBR	1.5
SDQL	SIADR	1.5
SDQR	RICR	1.5
PQR	AVJR	1.5
PQR	PVCL	1.5
ALML	SDQL	1.5
ALML	RIFL	1.5
AVM	RID	1.5
AVM	DA01	1.5
PVM	AVM	1.5
PVM	PVCL	1.5
FLPR	AVJR	1.5
DVA	AVAR	1.5
DVA	SABD	1.5
DVA	DB02	1.5
DVA	VA02	1.5
PVDR	VA09	1.5
ADEL	ADEL	1.5
ADEL	CEPDL	1.5
ADEL	URBL	1.5
ADEL	RIAL	1.5
ADEL	RIVR	1.5
ADEL	SMBDR	1.5
ADEL	SIBDR	1.5
ADEL	SIADR	1.5
ADER	dBWMR04	1.5
ADER	CEPshDR	1.5
PHAL	AVDR	1.5
PHAR	DA08	1.5
PHBR	VA12	1.5
PHCL	PHCR	1.5
PHCL	LUAL	1.5
PHCR	PHAR	1.5
PHCR	AVHR	1.5
IL2DL	AUAL	1.5
IL2DR	CEPDR	1.5
IL2DR	RICR	1.5
IL2DR	RMED	1.5
IL2L	AVEL	1.5
IL2R	URXR	1.5
IL2R	URADR	1.5
IL2VL	RMEV	1.5
CEPDR	dBWMR05	1.5
CEPVL	URXL	1.5
CEPVL	SMDVR	1.5
CEPVR	ASGR	1.5
CEPVR	RIVL	1.5
URYDL	OLQDL	1.5
URYDL	SMDDL	1.5
URYDR	RIBR	1.5
URYVL	IL1VL	1.5
URYVL	RIH	1.5
URYVL	RIAL	1.5
URYVR	RIAR	1.5
OLLL	URYDL	1.5
OLLR	RMDR	1.5
OLQDR	RMHR	1.5
OLQVL	RMHL	1.5
OLQVR	RICR	1.5
IL1DR	OLLR	1.5
IL1L	URBL	1.5
IL1R	URXR	1.5
IL1R	RMHL	1.5
AINL	RMFL	1.5
AINR	AINL	1.5
RIH	IL2L	1.5
URBL	CEPDL	1.5
URBL	AVBL	1.5
URBL	SIADR	1.5
URBR	AVBR	1.5
AIAL	RMGL	1.5
AIAR	ASKR	1.5
AIAR	AIZR	1.5
AUAL	ADFL	1.5
AIZL	AWCR	1.5
RIS	SMDDL	1.5
PVQR	RMGR	1.5
PVQR	AVL	1.5
ADAL	URXL	1.5
ADAR	URXR	1.5
RIFR	RIPR	1.5
RIFR	HSNL	1.5
BDUL	ALML	1.5
BDUL	URADL	1.5
BDUL	CEPshVL	1.5
BDUR	SDQL	1.5
BDUR	AVHL	1.5
BDUR	AVBR	1.5
PVR	SABD	1.5
PVR	DB02	1.5
AVFL	VB01	1.5
AVFR	PVQL	1.5
AVFR	HSNR	1.5
AVHR	AQR	1.5
AVHR	AVAL	1.5
PVPR	ADFR	1.5
PVPR	ASHR	1.5
PVPR	HSNR	1.5
LUAL	PHBL	1.5
PVNL	AVG	1.5
PVNL	AVL	1.5
PVNR	ALML	1.5
PVNR	BDUL	1.5
PVNR	VC02	1.5
AVG	PVQR	1.5
AVG	AVEL	1.5
DVB	PHCL	1.5
DVB	PDA	1.5
RIBL	RIML	1.5
RIBR	AUAR	1.5
RIBR	AIZR	1.5
RIBR	AVBL	1.5
RIGL	OLQVL	1.5
RIGR	ALNR	1.5
RMGL	ADLL	1.5
RMGL	AVAL	1.5
RMGL	SIADR	1.5
RMGR	ADAR	1.5
RMGR	AVDL	1.5
RMGR	AVBL	1.5
RMGR	SMBVR	1.5
RMGR	SIBDL	1.5
AIBL	SIADR	1.5
AIBR	AUAL	1.5
RICL	RMFR	1.5
RICR	SMDVR	1.5
AVKL	AVM	1.5
AVKL	SIBDR	1.5
AVKL	SIAVR	1.5
DVC	RIVR	1.5
AVDL	LUAL	1.5
AVDL	SABVL	1.5
AVDL	DA02	1.5
AVDL	DA08	1.5
AVDL	AS04	1.5
AVDL	VA05	1.5
AVDL	VA10	1.5
AVDR	AS10	1.5
AVL	HSNR	1.5
PVWL	PVT	1.5
RIAL	RIBL	1.5
RIAR	IL1R	1.5
AVEL	PVCR	1.5
AVER	SABD	1.5
AVER	VA03	1.5
AVER	VA04	1.5
RMFL	BAGL	1.5
RMFL	PVT	1.5
RMFR	DVC	1.5
RID	VD05	1.5
RID	VD13	1.5
AVBL	AVER	1.5
AVBL	AS05	1.5
AVBL	AS10	1.5
AVBR	AS01	1.5
AVBR	VA04	1.5
AVBR	VD03	1.5
AVAL	AVEL	1.5
AVAL	AS02	1.5
AVAL	AS04	1.5
AVAR	SABVR	1.5
AVAR	DB03	1.5
AVAR	AS04	1.5
PVCL	PDEL	1.5
PVCR	FLPL	1.5
PVCR	PVDR	1.5
PVCR	VB08	1.5
RIPL	OLQDR	1.5
RMEL	IL1R	1.5
RMEL	GLRR	1.5
RMDDL	IL1DR	1.5
RMDDL	AVER	1.5
RMDDL	dBWMR06	1.5
RMDL	RIML	1.5
RMDL	SMBVR	1.5
RMDVL	SIAVR	1.5
RMDVR	SIAVL	1.5
SMDDL	RIS	1.5
SMDDR	ASGL	1.5
SMDDR	ALNL	1.5
SMDDR	hyp	1.5
SMDVL	ALNL	1.5
SMBVL	vBWML08	1.5
DA03	DB03	1.5
DA09	hyp	1.5
PDA	hyp	1.5
DB01	VD03	1.5
DB03	AS04	1.5
DB07	AS10	1.5
DB07	VD13	1.5
AS03	DD01	1.5
DD02	DA03	1.5
VA02	VB01	1.5
VA03	VA04	1.5
VA10	hyp	1.5
VA11	PVNR	1.5
VB01	AIBR	1.5
VB01	VA03	1.5
VB01	VD02	1.5
VB06	VA08	1.5
VB11	VD12	1.5
VD06	VB05	1.5
VD10	VB09	1.5
VD11	VA11	1.5
HSNL	ASJR	1.5
HSNR	AWBL	1.5
HSNR	AVFR	1.5
HSNR	AIBL	1.5
HSNR	DA05	1.5
HSNR	AS05	1.5
HSNR	VA06	1.5
VC01	VD03	1.5
VC02	VD06	1.5
VC03	PVPR	1.5
VC03	DD01	1.5
VC03	VD01	1.5
VC03	VD03	1.5
ASIR	AIYR	1.5
ASGL	AIZL	1.5
SDQR	ALMR	1.5
ALML	PVR	1.5
ADEL	RMDDR	1.5
AINL	AINR	1.5
AIYR	AUAR	1.5
AVFL	PVNR	1.5
PVPL	AIBR	1.5
PVCL	VB10	1.5
RMDL	SIAVR	1.5
AIZL	ASGL	1.5
ALMR	SDQR	1.5
RIGR	URYDR	1.5
URBL	OLQDL	1.5
RIGL	OLQDL	1.5
PVPL	AVFL	1.5
ADER	RIH	1.5
ADER	PVR	1.5
HSNL	AVDR	1.5
PVPL	AVER	1.5
AWBR	SMBVR	1.5
OLQVL	IL1VL	1.5
RIFR	AVHL	1.5
RIGL	DVC	1.5
RIML	ADAL	1.5
ASKL	ADLL	1.5
PVPR	AIBL	1.5
AINR	AIBR	1.5
ASKL	AINL	1.5
AVHR	AINR	1.5
RIR	AIYL	1.5
ADEL	ALNL	1.5
RIFL	ASHL	1.5
AWAR	ASHR	1.5
AIMR	ASHR	1.5
RMGL	AVBL	1.5
ALMR	AVDL	1.5
URYDL	AVDL	1.5
RIGR	AVEL	1.5
AVKR	AVEL	1.5
RIR	AVER	1.5
CEPVR	AVER	1.5
DVC	AVER	1.5
BDUL	AVFR	1.5
RIFR	AVHR	1.5
ASHR	AVJL	1.5
BDUL	AVJL	1.5
RIFL	AVJL	1.5
ASHL	AVJR	1.5
RMHL	AVKL	1.5
AWBR	AWAR	1.5
AIML	AWBL	1.5
ASHR	AWBR	1.5
RMFR	BAGR	1.5
SMDDR	dBWML01	1.5
RMDDR	dBWML07	1.5
URYDR	dBWMR01	1.5
IL1R	dBWMR01	1.5
URYDR	dBWMR03	1.5
IL1DR	dBWMR04	1.5
RMDR	vBWML06	1.5
SMDVL	vBWMR01	1.5
URYVR	vBWMR03	1.5
RMFR	CEPDL	1.5
RIH	CEPshVL	1.5
AIMR	CEPshVR	1.5
ALA	CEPshVR	1.5
RICR	CEPVL	1.5
AINL	CEPVR	1.5
RICR	CEPVR	1.5
AWAL	HSNR	1.5
RIAL	IL1L	1.5
OLLR	IL1R	1.5
FLPL	PVCL	1.5
HSNL	PVNL	1.5
AVFR	PVNR	1.5
AINR	RIBR	1.5
AVFR	RIFR	1.5
PVNR	RIFR	1.5
RMHL	RIGR	1.5
ALNL	RIVR	1.5
AVKR	RIVR	1.5
RMHL	RMDL	1.5
IL2VL	RMED	1.5
RMDVL	RMED	1.5
URADL	RMED	1.5
ADAR	RMFR	1.5
IL1L	RMHR	1.5
SMBDL	SAAVL	1.5
AVKR	SAAVL	1.5
RMDVL	SMBVR	1.5
AVHR	URXL	1.5
ASHL	ADAL	1.571428571
RIH	CEPVL	1.571428571
RIBR	SMDDL	1.571428571
ASHL	AIZL	1.6
BAGR	BAGL	1.6
OLQDL	CEPDL	1.6
PVQL	ASJL	1.6
AVAR	AS06	1.6
RIVL	SMDVL	1.6
DD02	VD04	1.6
HSNR	PVNR	1.6
AWAL	AIAL	1.6
ADFL	AWBL	1.666666667
AFDL	AINR	1.666666667
BAGL	RIGL	1.666666667
SDQL	RICR	1.666666667
SDQR	SDQL	1.666666667
AQR	RIGL	1.666666667
AQR	AVDR	1.666666667
ALML	AVDR	1.666666667
AVM	PVNR	1.666666667
PVM	PVR	1.666666667
IL2DL	RMEV	1.666666667
CEPDL	RMHL	1.666666667
CEPVL	PVR	1.666666667
CEPVR	URYVR	1.666666667
OLQDL	RIH	1.666666667
AINR	AFDR	1.666666667
AIMR	HSNL	1.666666667
RIH	ADFR	1.666666667
RIH	AUAR	1.666666667
URBL	SMBDR	1.666666667
RIR	ADFL	1.666666667
RIR	PVPL	1.666666667
RIR	RIGL	1.666666667
AIYL	AFDL	1.666666667
AIAR	AIAR	1.666666667
RIS	CEPDR	1.666666667
RIS	RMEV	1.666666667
ADAL	AIBL	1.666666667
ADAL	AIBR	1.666666667
ADAR	AIBR	1.666666667
RIFR	AVBL	1.666666667
BDUL	AVHL	1.666666667
BDUL	AVJR	1.666666667
BDUR	URADR	1.666666667
AVFL	PVQR	1.666666667
AVFL	RIFL	1.666666667
AVHR	AWBL	1.666666667
AVHR	DVA	1.666666667
LUAL	PVNL	1.666666667
PVNR	AVBR	1.666666667
AVG	AVFL	1.666666667
RIBL	URYDL	1.666666667
RIBR	URYVR	1.666666667
RMGL	AIML	1.666666667
RMGL	RID	1.666666667
RMGL	SMBVL	1.666666667
RMGR	AIMR	1.666666667
AIBR	SAAVR	1.666666667
RICR	ADAR	1.666666667
SAADR	OLLL	1.666666667
AVL	AVEL	1.666666667
PVWL	AVJL	1.666666667
PVWR	PVT	1.666666667
RIML	RMFR	1.666666667
RIMR	SMDVL	1.666666667
AVBR	AS05	1.666666667
PVCL	RIS	1.666666667
PVCL	SIBDL	1.666666667
URAVL	RMER	1.666666667
RMDL	RMHL	1.666666667
RMDR	IL1L	1.666666667
SMDDL	dBWMR01	1.666666667
SMDVL	RIBR	1.666666667
DA03	DA04	1.666666667
PDA	DD06	1.666666667
VA06	AVAR	1.666666667
VB01	SABD	1.666666667
VD11	AVAR	1.666666667
HSNL	ASKL	1.666666667
HSNL	ASHR	1.666666667
HSNL	AIZR	1.666666667
HSNR	AIZL	1.666666667
HSNR	AVJL	1.666666667
VC02	VD01	1.666666667
ASIL	ASIR	1.666666667
ASIL	CEPshVL	1.666666667
AWBL	AWBR	1.666666667
ASKR	HSNR	1.666666667
ADLL	RMGL	1.666666667
AQR	RIGR	1.666666667
DVA	DB01	1.666666667
URYDR	RIGR	1.666666667
URYVL	RIGL	1.666666667
OLLL	RIGL	1.666666667
OLQDL	URBL	1.666666667
OLQDL	RIGL	1.666666667
OLQVL	RMDDL	1.666666667
IL1DL	IL1DR	1.666666667
IL1VL	RMED	1.666666667
AIYR	RIMR	1.666666667
RIS	AIBR	1.666666667
ADAL	ADAR	1.666666667
RIFR	AVG	1.666666667
PVPL	AVKL	1.666666667
RIBL	SMDDL	1.666666667
RIBR	AVBR	1.666666667
RIBR	SIADR	1.666666667
SAADL	SMBDL	1.666666667
SAAVL	RMDVL	1.666666667
AVKL	AVL	1.666666667
AVBL	DB05	1.666666667
AVBL	VB04	1.666666667
AVBL	VB05	1.666666667
AVBL	VB06	1.666666667
AVBR	DB02	1.666666667
AVBR	DB07	1.666666667
AVAR	VA12	1.666666667
PVCR	VA09	1.666666667
RMDDL	SMDDL	1.666666667
RMHL	SIBVR	1.666666667
DB02	VB01	1.666666667
AS01	VA03	1.666666667
DD03	DD04	1.666666667
VB02	VB07	1.666666667
ASIR	ASIL	1.666666667
AWBR	AWBL	1.666666667
AUAR	AWBR	1.666666667
RIGR	AQR	1.666666667
AVBL	AQR	1.666666667
PVR	ALML	1.666666667
RMGL	ALML	1.666666667
AVBR	DVA	1.666666667
DB01	DVA	1.666666667
RIGL	OLLL	1.666666667
RMDDL	OLQVL	1.666666667
IL1DR	IL1DL	1.666666667
RMED	IL1VL	1.666666667
RIMR	AIYR	1.666666667
AIBR	RIS	1.666666667
ADAR	ADAL	1.666666667
AVG	RIFR	1.666666667
AVKL	PVPL	1.666666667
AVBR	RIBL	1.666666667
SMDDL	RIBL	1.666666667
AVBR	RIBR	1.666666667
SIADR	RIBR	1.666666667
RIVR	AIBR	1.666666667
SMBDL	SAADL	1.666666667
RMDVL	SAAVL	1.666666667
DB05	AVBL	1.666666667
VB04	AVBL	1.666666667
VB05	AVBL	1.666666667
VB06	AVBL	1.666666667
DB02	AVBR	1.666666667
DB07	AVBR	1.666666667
AS05	AVAR	1.666666667
VA12	AVAR	1.666666667
VA09	PVCR	1.666666667
SMDDL	RMDDL	1.666666667
SIBVR	RMHL	1.666666667
VB01	DB02	1.666666667
VA03	AS01	1.666666667
DD04	DD03	1.666666667
VB07	VB02	1.666666667
AVAL	AS03	1.666666667
AVBR	AS07	1.666666667
IL1VR	RMER	1.666666667
RIAR	SIADL	1.666666667
URADR	RMED	1.666666667
VC05	VC03	1.666666667
RMGL	URXL	1.714285714
AWBR	RIAR	1.75
ADFR	AWBR	1.75
ADLL	AWBL	1.75
ADLR	AVJR	1.75
AQR	AVDL	1.75
FLPL	AIBL	1.75
FLPR	PVCL	1.75
DVA	RIAL	1.75
ADER	AVER	1.75
IL2L	URXL	1.75
IL2R	IL1R	1.75
IL2R	RMEV	1.75
CEPDL	RIS	1.75
URYVR	SIBDR	1.75
OLLR	IL1VR	1.75
OLQVL	RICL	1.75
IL1DL	RMDDR	1.75
IL1L	RMER	1.75
AINL	ASEL	1.75
AINR	RID	1.75
AIML	SMBVL	1.75
AIMR	AVFL	1.75
RIH	IL2R	1.75
URBR	CEPDR	1.75
URBR	SMBDL	1.75
AIAL	ADAL	1.75
AIZR	AVER	1.75
ADAR	ASHR	1.75
RIFR	AVJL	1.75
RIFR	HSNR	1.75
AVFL	HSNL	1.75
AVHL	SMBDR	1.75
AVHR	SMBDL	1.75
RMGR	AVBR	1.75
AVKL	AVER	1.75
AVKR	SAADL	1.75
PVT	RMEV	1.75
AVAR	DB05	1.75
AVAR	AS01	1.75
RMEL	RMEV	1.75
AWBL	AUAL	1.75
RMGR	RMHR	1.75
RICL	AVKR	1.75
AIAL	ASIL	1.75
RIR	BAGL	1.75
RIGL	URYDL	1.75
